Coef	SE	P	N	Met	CpG	grp	Gene	stat_sig
-0.141537221890007	0.0247681523420133	1.30802577267522e-08	1634	XL.VLDL.P	cg19693031	VLDL	TXNIP	
0.0929953301823099	0.0243404519944485	0.000138153946260443	1639	XL.VLDL.P	cg20544516	VLDL	SREBF1	
-0.00126998493306906	0.0257121879452989	0.960612712217183	1644	XL.VLDL.P	cg24503796	VLDL	SCD	
0.012076218318117	0.0353998390301833	0.733043997722292	1647	XL.VLDL.P	cg25324164	VLDL	FADS2	
0.125399960863327	0.0248631162264317	5.08256460328091e-07	1637	XL.VLDL.P	cg27243685	VLDL	ABCG1	
0.0312928482309689	0.026038907066483	0.229627789380465	1635	XL.VLDL.P	cg27386326	VLDL	FADS2	
-0.15836168425647	0.0240039198894899	5.64987517077007e-11	1643	XL.VLDL.TG	cg00574958	VLDL	CPT1A	kora_only
-0.0143553932085301	0.0250159601177674	0.566149143868771	1645	XL.VLDL.TG	cg00603274	VLDL	FADS2	
-0.00844052927639533	0.0229674339364644	0.713294123920075	1642	XL.VLDL.TG	cg01400685	VLDL	FADS2	
-0.0713164611960646	0.0266715672411469	0.00757309006279345	1646	XL.VLDL.TG	cg02711608	VLDL	SLC1A5	
0.0153967063301186	0.0244269705873287	0.528580519826049	1576	XL.VLDL.TG	cg03440556	VLDL	SCD	
0.169636783834772	0.0250140381995575	1.65713749410686e-11	1647	XL.VLDL.TG	cg06500161	VLDL	ABCG1	replicated
-0.0722410870496949	0.0246719481590082	0.00345858218960686	1634	XL.VLDL.TG	cg06690548	VLDL	SLC7A11	
-0.0384399770286754	0.0297460453973709	0.196446751040185	1645	XL.VLDL.TG	cg06781209	VLDL	FADS2	
0.10267392973557	0.0248869648797777	3.88452177683567e-05	1646	XL.VLDL.TG	cg07504977	VLDL	LINC00263	
-0.0375499810521759	0.024597395968338	0.127058953878958	1647	XL.VLDL.TG	cg07626482	VLDL	SLC1A5	
-0.0379744824246331	0.0242317983678164	0.117278962923278	1637	XL.VLDL.TG	cg07689907	VLDL	FADS1	
0.105560233164364	0.0272553784183235	0.000111762892461354	1646	XL.VLDL.TG	cg11024682	VLDL	SREBF1	
-0.0579015954807738	0.0264123560491244	0.0285053946532927	1644	XL.VLDL.TG	cg11250194	VLDL	FADS2	
-0.091690223909312	0.0248128459972643	0.000227071739573407	1615	XL.VLDL.TG	cg14476101	VLDL	PHGDH	
0.0666924156588664	0.0239605863422907	0.00544127850339136	1642	XL.VLDL.TG	cg15863539	VLDL	SREBF1	
-0.0668967314307483	0.0236831226983599	0.00479097716045953	1643	XL.VLDL.TG	cg16246545	VLDL	PHGDH	
-0.105776263892197	0.0319154543541967	0.000939021458017095	1648	XL.VLDL.TG	cg17901584	VLDL	DHCR24	
-0.0568029301995278	0.0230480173456942	0.0138218444960524	1639	XL.VLDL.TG	cg19610905	VLDL	FADS2	
-0.139064343486596	0.0248246133660899	2.48862536690844e-08	1634	XL.VLDL.TG	cg19693031	VLDL	TXNIP	
0.0881104476920848	0.0243982474571388	0.000313905173843572	1639	XL.VLDL.TG	cg20544516	VLDL	SREBF1	
-0.00371680516712095	0.0257593202996791	0.885289596876061	1644	XL.VLDL.TG	cg24503796	VLDL	SCD	
0.00776769378587193	0.0354672285105181	0.826669374763473	1647	XL.VLDL.TG	cg25324164	VLDL	FADS2	
0.122112325915935	0.024904747829234	1.03775438192258e-06	1637	XL.VLDL.TG	cg27243685	VLDL	ABCG1	
0.035623187341951	0.0260795252573142	0.172146525110443	1635	XL.VLDL.TG	cg27386326	VLDL	FADS2	
-0.18296686189628	0.0232217917478658	5.99367547601151e-15	1643	L.VLDL.P	cg00574958	VLDL	CPT1A	replicated
-0.0165550957179884	0.0243319173679749	0.496357012851891	1645	L.VLDL.P	cg00603274	VLDL	FADS2	
-0.0168735818501424	0.0223380876701484	0.450135054398839	1642	L.VLDL.P	cg01400685	VLDL	FADS2	
-0.0951862820871946	0.025915337758552	0.000247509403483091	1646	L.VLDL.P	cg02711608	VLDL	SLC1A5	
0.0321246774894621	0.023743709474663	0.176259729576473	1576	L.VLDL.P	cg03440556	VLDL	SCD	
0.209657317660116	0.0241415637234539	9.08450119888029e-18	1647	L.VLDL.P	cg06500161	VLDL	ABCG1	replicated
-0.0897733744586392	0.0240381342890385	0.000194530221715309	1634	L.VLDL.P	cg06690548	VLDL	SLC7A11	
-0.0527089835632104	0.028934002252592	0.0686847438705272	1645	L.VLDL.P	cg06781209	VLDL	FADS2	
0.12122106722077	0.0241686647273809	5.86459832280698e-07	1646	L.VLDL.P	cg07504977	VLDL	LINC00263	
-0.0574456203859105	0.0239103216179838	0.0163928627318992	1647	L.VLDL.P	cg07626482	VLDL	SLC1A5	
-0.0314519938416474	0.0234933603161036	0.180836681090276	1637	L.VLDL.P	cg07689907	VLDL	FADS1	
0.14577831138104	0.0264121813725204	3.95334480917951e-08	1646	L.VLDL.P	cg11024682	VLDL	SREBF1	
-0.0601016540615951	0.0257036454652542	0.0194948834585982	1644	L.VLDL.P	cg11250194	VLDL	FADS2	
-0.101044164125487	0.0241332970156647	2.98210001516822e-05	1615	L.VLDL.P	cg14476101	VLDL	PHGDH	
0.118290607743803	0.0232675953015338	4.12576980334651e-07	1642	L.VLDL.P	cg15863539	VLDL	SREBF1	
-0.0818824624934562	0.0230114448434829	0.000383947027900401	1643	L.VLDL.P	cg16246545	VLDL	PHGDH	
-0.116823698934523	0.0310383323856681	0.000173254090323253	1648	L.VLDL.P	cg17901584	VLDL	DHCR24	
-0.0544790289470749	0.0224384151987199	0.0152934010100719	1639	L.VLDL.P	cg19610905	VLDL	FADS2	
-0.159220120838593	0.024054619604507	4.90402047837875e-11	1634	L.VLDL.P	cg19693031	VLDL	TXNIP	replicated
0.133510538617332	0.02359243702563	1.79705850458378e-08	1639	L.VLDL.P	cg20544516	VLDL	SREBF1	
0.0135881259117535	0.0250757620320076	0.587973534991727	1644	L.VLDL.P	cg24503796	VLDL	SCD	
-0.00111165871170058	0.0345247426407862	0.974317383300123	1647	L.VLDL.P	cg25324164	VLDL	FADS2	
0.156523875311853	0.0241036241933913	1.11081464845098e-10	1637	L.VLDL.P	cg27243685	VLDL	ABCG1	replicated
0.0122857868532481	0.025476312727002	0.629698310143182	1635	L.VLDL.P	cg27386326	VLDL	FADS2	
-0.178307185055224	0.0233810656617	4.09465189708221e-14	1643	L.VLDL.PL	cg00574958	VLDL	CPT1A	replicated
-0.0155730066787627	0.0244639499745458	0.524494892227455	1645	L.VLDL.PL	cg00603274	VLDL	FADS2	
-0.0146572542289316	0.0224580562784844	0.514074319589013	1642	L.VLDL.PL	cg01400685	VLDL	FADS2	
-0.0973735513352652	0.0260569008742587	0.00019270025282691	1646	L.VLDL.PL	cg02711608	VLDL	SLC1A5	
0.036045439764537	0.0238939583775425	0.131614594221844	1576	L.VLDL.PL	cg03440556	VLDL	SCD	
0.201035507722114	0.0243291997230841	2.90738117058848e-16	1647	L.VLDL.PL	cg06500161	VLDL	ABCG1	replicated
-0.0933989231626152	0.0241676667734136	0.000115667919006649	1634	L.VLDL.PL	cg06690548	VLDL	SLC7A11	
-0.0501218495955277	0.0291069868721325	0.0852621904305801	1645	L.VLDL.PL	cg06781209	VLDL	FADS2	
0.119827754368626	0.0243115327483341	9.11565269864373e-07	1646	L.VLDL.PL	cg07504977	VLDL	LINC00263	
-0.060485450381682	0.0240414901589488	0.0119692396069396	1647	L.VLDL.PL	cg07626482	VLDL	SLC1A5	
-0.0269944776096677	0.0236113934091695	0.253090819965635	1637	L.VLDL.PL	cg07689907	VLDL	FADS1	
0.144206763951355	0.0265670252190286	6.55883518542891e-08	1646	L.VLDL.PL	cg11024682	VLDL	SREBF1	
-0.0572766229795762	0.025852694742437	0.0268640790352972	1644	L.VLDL.PL	cg11250194	VLDL	FADS2	
-0.101751352764288	0.0242385730329987	2.84253153203146e-05	1615	L.VLDL.PL	cg14476101	VLDL	PHGDH	
0.11690326768278	0.0234105685782572	6.5649419467381e-07	1642	L.VLDL.PL	cg15863539	VLDL	SREBF1	
-0.0839033097468077	0.0231330760772427	0.000295617969896621	1643	L.VLDL.PL	cg16246545	VLDL	PHGDH	
-0.110003197069184	0.0312301884327923	0.000439567602433267	1648	L.VLDL.PL	cg17901584	VLDL	DHCR24	
-0.0507545470483783	0.0225753719183831	0.0246958205973657	1639	L.VLDL.PL	cg19610905	VLDL	FADS2	
-0.157929559442609	0.0242007252989763	9.02899239881943e-11	1634	L.VLDL.PL	cg19693031	VLDL	TXNIP	replicated
0.133345786006779	0.0237212782186154	2.22727141995766e-08	1639	L.VLDL.PL	cg20544516	VLDL	SREBF1	
0.0203296944983861	0.0252139533043696	0.420195167448002	1644	L.VLDL.PL	cg24503796	VLDL	SCD	
0.000705074935535354	0.0347176215941731	0.983799486939372	1647	L.VLDL.PL	cg25324164	VLDL	FADS2	
0.155293528888503	0.0242191309984605	1.88008179633806e-10	1637	L.VLDL.PL	cg27243685	VLDL	ABCG1	
0.0125671586399609	0.0256200270070205	0.6238319823471	1635	L.VLDL.PL	cg27386326	VLDL	FADS2	
-0.174434388178345	0.0240943515977432	6.95418745779346e-13	1622	L.VLDL.CE	cg00574958	VLDL	CPT1A	kora_only
-0.0057555523570728	0.0251238796195603	0.818830559758412	1624	L.VLDL.CE	cg00603274	VLDL	FADS2	
0.00913231543599005	0.0230439392765065	0.691936464554428	1621	L.VLDL.CE	cg01400685	VLDL	FADS2	
-0.0474404627250087	0.0268932194339637	0.0779170336876155	1625	L.VLDL.CE	cg02711608	VLDL	SLC1A5	
0.0357898008227997	0.0245899357202084	0.145744934954928	1555	L.VLDL.CE	cg03440556	VLDL	SCD	
0.184269967111894	0.0250354075253183	2.91473016653479e-13	1626	L.VLDL.CE	cg06500161	VLDL	ABCG1	replicated
-0.0490351276360407	0.0248836515412366	0.0489453109454561	1613	L.VLDL.CE	cg06690548	VLDL	SLC7A11	
-0.0204161108858001	0.0299465689378333	0.495494676531049	1624	L.VLDL.CE	cg06781209	VLDL	FADS2	
0.1108031769095	0.0250776512616511	1.06091751017836e-05	1625	L.VLDL.CE	cg07504977	VLDL	LINC00263	
-0.0209557125221498	0.0247539479340826	0.397366307669724	1626	L.VLDL.CE	cg07626482	VLDL	SLC1A5	
-0.0422279951638065	0.0243857577345473	0.0835261007582399	1617	L.VLDL.CE	cg07689907	VLDL	FADS1	
0.133314594852588	0.0273133187586798	1.1608084425133e-06	1625	L.VLDL.CE	cg11024682	VLDL	SREBF1	
-0.0308789515205491	0.0266233239941403	0.246284299211227	1623	L.VLDL.CE	cg11250194	VLDL	FADS2	
-0.0773102306352784	0.0251250877628514	0.0021268911554696	1595	L.VLDL.CE	cg14476101	VLDL	PHGDH	
0.0796064174282136	0.0242197482968506	0.00103512194379133	1621	L.VLDL.CE	cg15863539	VLDL	SREBF1	
-0.0497284057696574	0.0238568595669862	0.0372774197170484	1622	L.VLDL.CE	cg16246545	VLDL	PHGDH	
-0.0839584716456304	0.0320919011681259	0.00897504847752818	1627	L.VLDL.CE	cg17901584	VLDL	DHCR24	
-0.0476133779052597	0.0231953845995755	0.0402633351517623	1618	L.VLDL.CE	cg19610905	VLDL	FADS2	
-0.151269280690904	0.0249371411215745	1.63472819748902e-09	1613	L.VLDL.CE	cg19693031	VLDL	TXNIP	
0.113332623297123	0.0244077069831611	3.70926541774058e-06	1618	L.VLDL.CE	cg20544516	VLDL	SREBF1	
0.0154755458309129	0.0259755535859675	0.551410671954809	1623	L.VLDL.CE	cg24503796	VLDL	SCD	
0.0164221017012518	0.035637527705339	0.644997871428969	1626	L.VLDL.CE	cg25324164	VLDL	FADS2	
0.141222249998237	0.0251511020857554	2.31478727132091e-08	1617	L.VLDL.CE	cg27243685	VLDL	ABCG1	
0.0133953343069616	0.0262251863344635	0.609574948283657	1614	L.VLDL.CE	cg27386326	VLDL	FADS2	
-0.169642467394369	0.0238137002773149	1.57311726128082e-12	1643	L.VLDL.FC	cg00574958	VLDL	CPT1A	kora_only
-0.0162161598686982	0.02484743913447	0.514087782639862	1645	L.VLDL.FC	cg00603274	VLDL	FADS2	
-0.0139896200169724	0.0228212625163357	0.539956888516225	1642	L.VLDL.FC	cg01400685	VLDL	FADS2	
-0.105178673965614	0.0264528047612056	7.31304417941781e-05	1646	L.VLDL.FC	cg02711608	VLDL	SLC1A5	
0.0365266439490558	0.0243127512090966	0.133205592473613	1576	L.VLDL.FC	cg03440556	VLDL	SCD	
0.184546779176445	0.0248058665775912	1.62650842876202e-13	1647	L.VLDL.FC	cg06500161	VLDL	ABCG1	replicated
-0.0909523592172186	0.0245697472865532	0.000221267154600327	1634	L.VLDL.FC	cg06690548	VLDL	SLC7A11	
-0.0463127263789283	0.0295746526229667	0.11755265689792	1645	L.VLDL.FC	cg06781209	VLDL	FADS2	
0.110584001925022	0.0247285889522492	8.28957612890657e-06	1646	L.VLDL.FC	cg07504977	VLDL	LINC00263	
-0.0677406102323176	0.0244172468487384	0.00559539219610238	1647	L.VLDL.FC	cg07626482	VLDL	SLC1A5	
-0.0268627187406201	0.0239773254981572	0.262735948064131	1637	L.VLDL.FC	cg07689907	VLDL	FADS1	
0.133947004893747	0.0270266257115948	7.94193352048347e-07	1646	L.VLDL.FC	cg11024682	VLDL	SREBF1	
-0.0577840331400593	0.0262653879884633	0.0279468263101523	1644	L.VLDL.FC	cg11250194	VLDL	FADS2	
-0.099761143786079	0.0246332470524896	5.37089716411128e-05	1615	L.VLDL.FC	cg14476101	VLDL	PHGDH	
0.106656390823755	0.0238079848782252	7.99174022596735e-06	1642	L.VLDL.FC	cg15863539	VLDL	SREBF1	
-0.0835416554149375	0.0234997234110115	0.000388805047064639	1643	L.VLDL.FC	cg16246545	VLDL	PHGDH	
-0.108408508186723	0.0317306923525373	0.000649878654746678	1648	L.VLDL.FC	cg17901584	VLDL	DHCR24	
-0.0506499594908825	0.022936040299203	0.0273621410609912	1639	L.VLDL.FC	cg19610905	VLDL	FADS2	
-0.154264519869692	0.0246189213524228	4.73881862874384e-10	1634	L.VLDL.FC	cg19693031	VLDL	TXNIP	replicated
0.11855788476105	0.0241008187857267	9.57114337709415e-07	1639	L.VLDL.FC	cg20544516	VLDL	SREBF1	
0.0180983215748906	0.0256142198686152	0.479933100880594	1644	L.VLDL.FC	cg24503796	VLDL	SCD	
0.000335768848322337	0.0352666989020866	0.992404745074698	1647	L.VLDL.FC	cg25324164	VLDL	FADS2	
0.145344908232279	0.0246244853291009	4.35475513241708e-09	1637	L.VLDL.FC	cg27243685	VLDL	ABCG1	
0.0190232520548946	0.0260358425988627	0.465095103610042	1635	L.VLDL.FC	cg27386326	VLDL	FADS2	
-0.19328726844121	0.0230101017726827	9.69532564231017e-17	1622	L.VLDL.TG	cg00574958	VLDL	CPT1A	replicated
-0.0133248965510692	0.0241546750758822	0.581265864033788	1624	L.VLDL.TG	cg00603274	VLDL	FADS2	
-0.0103241908571235	0.0221146372859541	0.640671614118613	1621	L.VLDL.TG	cg01400685	VLDL	FADS2	
-0.071548082617377	0.0258087662170548	0.00563152575475271	1625	L.VLDL.TG	cg02711608	VLDL	SLC1A5	
0.0336360808961088	0.0235464319911746	0.153351399486271	1555	L.VLDL.TG	cg03440556	VLDL	SCD	
0.226136677549646	0.0238153095227688	7.63275672005583e-21	1626	L.VLDL.TG	cg06500161	VLDL	ABCG1	replicated
-0.0773614140407928	0.0238359033339942	0.00119643345991906	1613	L.VLDL.TG	cg06690548	VLDL	SLC7A11	
-0.0493962374666325	0.0287064115265107	0.0854910761412802	1624	L.VLDL.TG	cg06781209	VLDL	FADS2	
0.119845727261677	0.0240545710310965	6.96391191295795e-07	1625	L.VLDL.TG	cg07504977	VLDL	LINC00263	
-0.0319831607132263	0.023773998297689	0.178718280193683	1626	L.VLDL.TG	cg07626482	VLDL	SLC1A5	
-0.0413767717979923	0.0233604877813862	0.0767133310168458	1617	L.VLDL.TG	cg07689907	VLDL	FADS1	
0.152007406674255	0.0261671839575825	7.55958361212123e-09	1625	L.VLDL.TG	cg11024682	VLDL	SREBF1	
-0.0508148272280209	0.0255383957721602	0.0467889804807829	1623	L.VLDL.TG	cg11250194	VLDL	FADS2	
-0.104731882031726	0.0240855053393311	1.45970501162686e-05	1595	L.VLDL.TG	cg14476101	VLDL	PHGDH	
0.115447276961768	0.0232325663188203	7.44325579681143e-07	1621	L.VLDL.TG	cg15863539	VLDL	SREBF1	
-0.0725222105348089	0.0228589899451653	0.00153951550346125	1622	L.VLDL.TG	cg16246545	VLDL	PHGDH	
-0.120958969429814	0.0307646123158552	8.79116564449638e-05	1627	L.VLDL.TG	cg17901584	VLDL	DHCR24	
-0.0518157097929098	0.0222887313075518	0.0202101201646114	1618	L.VLDL.TG	cg19610905	VLDL	FADS2	
-0.163690108048317	0.0238190077739785	9.03801879754177e-12	1613	L.VLDL.TG	cg19693031	VLDL	TXNIP	replicated
0.138630304637779	0.0233447232672372	3.52429503143898e-09	1618	L.VLDL.TG	cg20544516	VLDL	SREBF1	
0.00744671759264079	0.0249490225589049	0.765377562216674	1623	L.VLDL.TG	cg24503796	VLDL	SCD	
0.000411031816776014	0.0342594790464926	0.990429013203761	1626	L.VLDL.TG	cg25324164	VLDL	FADS2	
0.143409070477418	0.0241354028826298	3.45279618101453e-09	1617	L.VLDL.TG	cg27243685	VLDL	ABCG1	replicated
0.0170132975003377	0.0252467373903647	0.500484655146066	1614	L.VLDL.TG	cg27386326	VLDL	FADS2	
-0.186186706383467	0.0231609802629983	1.73087238506482e-15	1643	M.VLDL.P	cg00574958	VLDL	CPT1A	replicated
-0.00913600489993175	0.0242855383602163	0.706823893056841	1645	M.VLDL.P	cg00603274	VLDL	FADS2	
-0.0135501311595427	0.0223125984604138	0.543746056192199	1642	M.VLDL.P	cg01400685	VLDL	FADS2	
-0.0778027331947697	0.0259086123494914	0.00271440407165368	1646	M.VLDL.P	cg02711608	VLDL	SLC1A5	
0.0377674386903069	0.0236401634615756	0.110335881666304	1576	M.VLDL.P	cg03440556	VLDL	SCD	
0.228279150515528	0.0240069389399312	6.64942566265627e-21	1647	M.VLDL.P	cg06500161	VLDL	ABCG1	replicated
-0.0729385224872215	0.0240203206429383	0.00243147550185385	1634	M.VLDL.P	cg06690548	VLDL	SLC7A11	
-0.0486057888222547	0.0288654241548529	0.0923977332816199	1645	M.VLDL.P	cg06781209	VLDL	FADS2	
0.121253466816635	0.0241247471803011	5.55798482364371e-07	1646	M.VLDL.P	cg07504977	VLDL	LINC00263	
-0.0408891403555491	0.0238889476755112	0.0871546792136224	1647	M.VLDL.P	cg07626482	VLDL	SLC1A5	
-0.0407101290621321	0.0235258897823578	0.083742568148527	1637	M.VLDL.P	cg07689907	VLDL	FADS1	
0.162482194576262	0.0263090308204184	8.29367271198126e-10	1646	M.VLDL.P	cg11024682	VLDL	SREBF1	kora_only
-0.0484806657132293	0.0256689523440578	0.0591115854366705	1644	M.VLDL.P	cg11250194	VLDL	FADS2	
-0.0877125745724561	0.0241420424171477	0.000288808858126483	1615	M.VLDL.P	cg14476101	VLDL	PHGDH	
0.123358398544873	0.0232131810135464	1.22033386576785e-07	1642	M.VLDL.P	cg15863539	VLDL	SREBF1	
-0.0631862796593482	0.0230050485521302	0.00608768680893729	1643	M.VLDL.P	cg16246545	VLDL	PHGDH	
-0.120013368099375	0.030982843545189	0.000111513706065076	1648	M.VLDL.P	cg17901584	VLDL	DHCR24	
-0.0508769913732057	0.0224128711222596	0.0233391617021412	1639	M.VLDL.P	cg19610905	VLDL	FADS2	
-0.158645431125893	0.0239988298719426	5.18819214876897e-11	1634	M.VLDL.P	cg19693031	VLDL	TXNIP	replicated
0.143202648399617	0.023499729565029	1.37524245606479e-09	1639	M.VLDL.P	cg20544516	VLDL	SREBF1	
0.0185930566013474	0.0250336699816681	0.457757444094892	1644	M.VLDL.P	cg24503796	VLDL	SCD	
-0.0045351702761009	0.0344645424346772	0.895325298060598	1647	M.VLDL.P	cg25324164	VLDL	FADS2	
0.161935953810897	0.0240927830606697	2.48807047182995e-11	1637	M.VLDL.P	cg27243685	VLDL	ABCG1	replicated
0.00809023958585008	0.0254268805092446	0.750392083345079	1635	M.VLDL.P	cg27386326	VLDL	FADS2	
-0.185151125871328	0.0232739170186319	3.32289191672465e-15	1643	M.VLDL.PL	cg00574958	VLDL	CPT1A	replicated
-0.00707765906606351	0.0243896413002705	0.771707000353334	1645	M.VLDL.PL	cg00603274	VLDL	FADS2	
-0.0109344771535331	0.0224112752545617	0.625686112692454	1642	M.VLDL.PL	cg01400685	VLDL	FADS2	
-0.0775577250518691	0.0260239363914997	0.00292291560272046	1646	M.VLDL.PL	cg02711608	VLDL	SLC1A5	
0.041100881992541	0.0237495157074059	0.0837216140446254	1576	M.VLDL.PL	cg03440556	VLDL	SCD	
0.224906617955676	0.0241381163025798	3.74102186443524e-20	1647	M.VLDL.PL	cg06500161	VLDL	ABCG1	replicated
-0.0742962827287438	0.0241208994898418	0.00210379796997731	1634	M.VLDL.PL	cg06690548	VLDL	SLC7A11	
-0.0450302633661237	0.0290027554973339	0.120708626754594	1645	M.VLDL.PL	cg06781209	VLDL	FADS2	
0.122640067274756	0.0242299955479326	4.63214077486613e-07	1646	M.VLDL.PL	cg07504977	VLDL	LINC00263	
-0.04220414588784	0.023993419884277	0.0787674437316996	1647	M.VLDL.PL	cg07626482	VLDL	SLC1A5	
-0.0393908339575692	0.0236405094817602	0.095858699248369	1637	M.VLDL.PL	cg07689907	VLDL	FADS1	
0.164631028732684	0.0264171143315641	5.85469439820038e-10	1646	M.VLDL.PL	cg11024682	VLDL	SREBF1	kora_only
-0.0452031591509569	0.0257849847957663	0.0797768212990449	1644	M.VLDL.PL	cg11250194	VLDL	FADS2	
-0.0858643680626609	0.0242385729567007	0.000407812318126844	1615	M.VLDL.PL	cg14476101	VLDL	PHGDH	
0.12188452967519	0.0233249075603553	1.96187084322904e-07	1642	M.VLDL.PL	cg15863539	VLDL	SREBF1	
-0.0615060508778092	0.0231060607351678	0.0078467618471312	1643	M.VLDL.PL	cg16246545	VLDL	PHGDH	
-0.114258008055571	0.0311348076758354	0.000250580294863657	1648	M.VLDL.PL	cg17901584	VLDL	DHCR24	
-0.0480997527370565	0.0225181750468951	0.0328256619802619	1639	M.VLDL.PL	cg19610905	VLDL	FADS2	
-0.159105930348281	0.0241103683430296	5.59484559614868e-11	1634	M.VLDL.PL	cg19693031	VLDL	TXNIP	replicated
0.143748766709335	0.0235944514730013	1.38636062036663e-09	1639	M.VLDL.PL	cg20544516	VLDL	SREBF1	
0.0247049440964208	0.0251412584782557	0.325928317347804	1644	M.VLDL.PL	cg24503796	VLDL	SCD	
-0.00215109723132824	0.0346140140977039	0.950454779997136	1647	M.VLDL.PL	cg25324164	VLDL	FADS2	
0.163689225036567	0.0242073126863949	1.89549172276933e-11	1637	M.VLDL.PL	cg27243685	VLDL	ABCG1	replicated
0.00829444005350532	0.0255356097265915	0.74536046361515	1635	M.VLDL.PL	cg27386326	VLDL	FADS2	
-0.189290198609779	0.0233050545264339	8.96355115353078e-16	1643	M.VLDL.FC	cg00574958	VLDL	CPT1A	replicated
-0.00576038463452612	0.0244291395549697	0.813617787785927	1645	M.VLDL.FC	cg00603274	VLDL	FADS2	
-0.0102364426360322	0.0224506981332594	0.648485470762048	1642	M.VLDL.FC	cg01400685	VLDL	FADS2	
-0.0864260331918892	0.0260595790025752	0.000931688386142559	1646	M.VLDL.FC	cg02711608	VLDL	SLC1A5	
0.0438971985930876	0.0237955057178436	0.0652611739857829	1576	M.VLDL.FC	cg03440556	VLDL	SCD	
0.226758694948523	0.0241802278284942	2.17675304233812e-20	1647	M.VLDL.FC	cg06500161	VLDL	ABCG1	replicated
-0.079061573427105	0.0241618326913733	0.00108980126866187	1634	M.VLDL.FC	cg06690548	VLDL	SLC7A11	
-0.0455478329236019	0.029058232055032	0.117200164105562	1645	M.VLDL.FC	cg06781209	VLDL	FADS2	
0.12763715793387	0.0242685815706925	1.63747576876245e-07	1646	M.VLDL.FC	cg07504977	VLDL	LINC00263	
-0.0487438566316621	0.0240372526923972	0.0427386051314114	1647	M.VLDL.FC	cg07626482	VLDL	SLC1A5	
-0.0384995726546184	0.023684288533479	0.104244084216049	1637	M.VLDL.FC	cg07689907	VLDL	FADS1	
0.16473646985239	0.0264703934028781	6.17551300386935e-10	1646	M.VLDL.FC	cg11024682	VLDL	SREBF1	kora_only
-0.0452665674698081	0.0258416407754072	0.0800157183272512	1644	M.VLDL.FC	cg11250194	VLDL	FADS2	
-0.0923103264408172	0.0242808981987804	0.000149076563392786	1615	M.VLDL.FC	cg14476101	VLDL	PHGDH	
0.126129124430419	0.0233557722659496	7.63822490791669e-08	1642	M.VLDL.FC	cg15863539	VLDL	SREBF1	
-0.0685105479328317	0.0231346066622174	0.00310704558345822	1643	M.VLDL.FC	cg16246545	VLDL	PHGDH	
-0.111266724451865	0.0312066503636443	0.000373683758503993	1648	M.VLDL.FC	cg17901584	VLDL	DHCR24	
-0.0450041248820873	0.0225658053044465	0.0462812110914444	1639	M.VLDL.FC	cg19610905	VLDL	FADS2	
-0.161645150323525	0.0241508249681025	3.00416266136939e-11	1634	M.VLDL.FC	cg19693031	VLDL	TXNIP	replicated
0.147274224732575	0.0236375219394662	5.91414146661755e-10	1639	M.VLDL.FC	cg20544516	VLDL	SREBF1	
0.0260520219972725	0.025193104019573	0.30124647429194	1644	M.VLDL.FC	cg24503796	VLDL	SCD	
-0.0021239216092783	0.0346864044147941	0.951181880952724	1647	M.VLDL.FC	cg25324164	VLDL	FADS2	
